5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	5.8148000e-01	
6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	6.6072000e-01	
7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	7.3758000e-01	
8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	8.0710000e-01	
8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	8.6646000e-01	
9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	9.1248000e-01	
9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	9.4236000e-01	
9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	9.5298000e-01	
9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	9.4116000e-01	
9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	9.0388000e-01	
8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	8.4018000e-01	
7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	7.5501000e-01	
6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	6.5057000e-01	
5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	5.3294000e-01	
4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	4.1279000e-01	
3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	3.0703000e-01	
